Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
18-05-2021,Dadra and Nagar Haveli and Daman and Diu,97967,97967,25898,59110,38850,123865
19-05-2021,Dadra and Nagar Haveli and Daman and Diu,100902,100902,25901,61010,39884,126803
20-05-2021,Dadra and Nagar Haveli and Daman and Diu,107711,107711,25907,65253,42447,133618
21-05-2021,Dadra and Nagar Haveli and Daman and Diu,114121,114121,25907,69428,44681,140028
24-05-2021,Dadra and Nagar Haveli and Daman and Diu,130945,130945,25915,80435,50496,156860
25-05-2021,Dadra and Nagar Haveli and Daman and Diu,136916,136916,25920,84502,52396,162836
26-05-2021,Dadra and Nagar Haveli and Daman and Diu,142805,142805,25926,88489,54297,168731
27-05-2021,Dadra and Nagar Haveli and Daman and Diu,148574,148574,25944,92570,55984,174518
28-05-2021,Dadra and Nagar Haveli and Daman and Diu,154743,154743,25951,97003,57718,180694
29-05-2021,Dadra and Nagar Haveli and Daman and Diu,160687,160687,25958,101326,59336,186645
30-05-2021,Dadra and Nagar Haveli and Daman and Diu,163856,163856,25959,103366,60464,189815
31-05-2021,Dadra and Nagar Haveli and Daman and Diu,170105,170105,25974,107652,62425,196079
01-06-2021,Dadra and Nagar Haveli and Daman and Diu,176010,176010,25990,111720,64260,202000
03-06-2021,Dadra and Nagar Haveli and Daman and Diu,185784,185784,26014,118375,67377,211798
04-06-2021,Dadra and Nagar Haveli and Daman and Diu,189765,189765,26037,121264,68467,215802
05-06-2021,Dadra and Nagar Haveli and Daman and Diu,196978,196978,26062,126248,70695,223040
06-06-2021,Dadra and Nagar Haveli and Daman and Diu,197457,197457,26067,126481,70941,223524
07-06-2021,Dadra and Nagar Haveli and Daman and Diu,203171,203171,26085,130290,72845,229256
16-01-2021,Delhi,892,892,0,525,367,892
17-01-2021,Delhi,1005,1005,0,603,402,1005
18-01-2021,Delhi,1366,1366,0,840,526,1366
19-01-2021,Delhi,3041,3041,0,1837,1204,3041
20-01-2021,Delhi,3041,3041,0,1837,1204,3041
21-01-2021,Delhi,5308,5308,0,2975,2333,5308
22-01-2021,Delhi,5331,5331,0,2994,2337,5331
23-01-2021,Delhi,12312,12312,0,6644,5668,12312
24-01-2021,Delhi,12614,12614,0,6808,5806,12614
25-01-2021,Delhi,20373,20373,0,10941,9432,20373
26-01-2021,Delhi,20427,20427,0,10958,9469,20427
27-01-2021,Delhi,27603,27603,0,14895,12708,27603
28-01-2021,Delhi,35881,35881,0,19361,16520,35881
29-01-2021,Delhi,35937,35937,0,19388,16549,35937
30-01-2021,Delhi,44758,44758,0,23969,20789,44758
31-01-2021,Delhi,44840,44840,0,24023,20817,44840
01-02-2021,Delhi,52760,52760,0,28237,24523,52760
02-02-2021,Delhi,62086,62086,0,33295,28791,62086
03-02-2021,Delhi,69462,69462,0,37191,32271,69462
04-02-2021,Delhi,78948,78948,0,42617,36331,78948
05-02-2021,Delhi,88045,88045,0,47686,40359,88045
06-02-2021,Delhi,97492,97492,0,53760,43732,97492
07-02-2021,Delhi,97495,97495,0,53761,43734,97495
08-02-2021,Delhi,107116,107116,0,60642,46474,107116
09-02-2021,Delhi,119917,119917,0,70521,49393,119917
10-02-2021,Delhi,134600,134600,0,82321,52270,134600
11-02-2021,Delhi,150348,150348,0,95078,55255,150348
12-02-2021,Delhi,164976,164976,0,106900,58057,164976
13-02-2021,Delhi,178174,178174,1967,117328,60826,180141
14-02-2021,Delhi,178176,178176,1967,117330,60826,180143
15-02-2021,Delhi,192891,192891,4140,128980,63887,197031
16-02-2021,Delhi,207447,207447,6826,140385,67026,214273
17-02-2021,Delhi,223511,223511,8033,153075,70390,231544
18-02-2021,Delhi,241096,241096,11747,168106,72928,252843
19-02-2021,Delhi,270025,270025,13604,189330,80618,283629
20-02-2021,Delhi,291137,291137,18273,205007,86047,309410
21-02-2021,Delhi,291146,291146,18273,205016,86047,309419
22-02-2021,Delhi,312680,312680,23864,221784,90810,336544
23-02-2021,Delhi,330559,330559,26103,235887,94578,356662
24-02-2021,Delhi,344481,344481,30557,246901,97485,375038
25-02-2021,Delhi,357350,357350,36121,256955,100290,393471
26-02-2021,Delhi,367699,367699,38732,264730,102860,406431
27-02-2021,Delhi,367699,367699,38732,264730,102860,406431
28-02-2021,Delhi,367699,367699,38732,264730,102860,406431
01-03-2021,Delhi,367699,367699,38732,264730,102860,406431
02-03-2021,Delhi,383386,383386,44991,275223,108053,428377
03-03-2021,Delhi,394019,394019,49823,282017,111891,443842
04-03-2021,Delhi,405213,405213,55099,289098,116004,460312
05-03-2021,Delhi,414969,414969,60620,295038,119819,475589
06-03-2021,Delhi,426890,426890,68264,301985,124793,495154
07-03-2021,Delhi,426957,426957,68286,302019,124826,495243
08-03-2021,Delhi,440429,440429,75759,310101,130214,516188
09-03-2021,Delhi,480051,395281,84770,337074,142863,480051
10-03-2021,Delhi,498624,405377,93247,349344,149166,498624
11-03-2021,Delhi,516448,415349,101099,361846,154488,516448
12-03-2021,Delhi,535790,425063,110727,374607,161069,535790
13-03-2021,Delhi,560366,438850,121516,390609,169642,560366
14-03-2021,Delhi,560392,438862,121530,390621,169656,560392
15-03-2021,Delhi,585854,453718,132136,407630,178107,585854
16-03-2021,Delhi,539287,539287,143560,370906,168264,682847
17-03-2021,Delhi,731870,731870,152935,473623,258086,884805
18-03-2021,Delhi,758842,758842,166768,488818,269860,925610
19-03-2021,Delhi,776830,776830,177682,498736,277926,954512
20-03-2021,Delhi,810104,810104,192567,516701,293229,1002671
21-03-2021,Delhi,811261,811261,192811,517351,293736,1004072
22-03-2021,Delhi,839942,839942,206825,533079,306685,1046767
23-03-2021,Delhi,871370,871370,219393,550333,320853,1090763
24-03-2021,Delhi,889115,889115,226687,560185,328745,1115802
25-03-2021,Delhi,923806,923806,234844,579493,344123,1158650
26-03-2021,Delhi,941076,941076,239510,589085,351798,1180586
27-03-2021,Delhi,977993,977993,244115,608614,369184,1222108
28-03-2021,Delhi,978569,978569,244144,608920,369454,1222713
29-03-2021,Delhi,978572,978572,244147,608913,369464,1222719
30-03-2021,Delhi,1013442,1013442,251797,627800,385438,1265239
31-03-2021,Delhi,1034327,1034327,259730,639330,394788,1294057
01-04-2021,Delhi,1087850,1087850,267295,667341,420294,1355145
02-04-2021,Delhi,1152888,1152888,274181,702254,450407,1427069
03-04-2021,Delhi,1211419,1211419,281748,734068,477117,1493167
04-04-2021,Delhi,1290748,1290748,287504,777740,512765,1578252
05-04-2021,Delhi,1352825,1352825,296402,811003,541572,1649227
06-04-2021,Delhi,1396046,1396046,302735,833942,561844,1698781
07-04-2021,Delhi,1469113,1469113,315870,873038,595813,1784983
08-04-2021,Delhi,1565572,1565572,331947,923456,641838,1897519
09-04-2021,Delhi,1613146,1613146,343540,948404,664454,1956686
10-04-2021,Delhi,1705350,1705350,357341,995965,709088,2062691
11-04-2021,Delhi,1780609,1780609,365110,1037794,742505,2145719
12-04-2021,Delhi,1855493,1855493,380409,1079935,775235,2235902
13-04-2021,Delhi,1912002,1912002,392881,1115142,796535,2304883
14-04-2021,Delhi,1971274,1971274,405713,1149522,821419,2376987
15-04-2021,Delhi,2031982,2031982,422889,1185074,846567,2454871
16-04-2021,Delhi,2065695,2065695,438376,1205218,860130,2504071
17-04-2021,Delhi,2121099,2121099,451586,1239449,881283,2572685
18-04-2021,Delhi,2162307,2162307,458970,1264802,897129,2621277
19-04-2021,Delhi,2202752,2202752,479340,1289105,913261,2682092
20-04-2021,Delhi,2238271,2238271,494236,1310586,927296,2732507
21-04-2021,Delhi,2277803,2277803,509313,1332312,945097,2787116
22-04-2021,Delhi,2325997,2325997,529660,1358333,967263,2855657
23-04-2021,Delhi,2347381,2347381,544476,1370063,976915,2891857
24-04-2021,Delhi,2395935,2395935,566296,1396008,999520,2962231
25-04-2021,Delhi,2425352,2425352,578125,1411612,1013331,3003477
26-04-2021,Delhi,2461970,2461970,599597,1431247,1030308,3061567
27-04-2021,Delhi,2495676,2495676,619156,1449537,1045720,3114832
28-04-2021,Delhi,2512508,2512508,635385,1458364,1053721,3147893
29-04-2021,Delhi,2558135,2558135,666693,1482632,1075072,3224828
30-04-2021,Delhi,2581651,2581651,690299,1495036,1086175,3271950
01-05-2021,Delhi,2611942,2611942,711307,1511816,1099682,3323249
02-05-2021,Delhi,2613227,2613227,711675,1512591,1100192,3324902
03-05-2021,Delhi,2676373,2676373,739355,1551202,1124715,3415728
04-05-2021,Delhi,2742953,2742953,764682,1591565,1150913,3507635
05-05-2021,Delhi,2800013,2800013,776078,1626372,1173158,3576091
06-05-2021,Delhi,2883317,2883317,810497,1676526,1206289,3693814
07-05-2021,Delhi,2951479,2951479,822589,1717488,1233474,3774068
08-05-2021,Delhi,3044458,3044458,861454,1771228,1272699,3905912
09-05-2021,Delhi,3045394,3045394,862075,1771717,1273146,3907469
10-05-2021,Delhi,3142198,3142198,909259,1827189,1314458,4051457
11-05-2021,Delhi,3229399,3229399,954497,1876398,1352431,4183896
12-05-2021,Delhi,3292311,3292311,967027,1912592,1379139,4259338
13-05-2021,Delhi,3378261,3378261,1007644,1960353,1417310,4385905
14-05-2021,Delhi,3381649,3381649,1008943,1962290,1418759,4390592
15-05-2021,Delhi,3464560,3464560,1046847,2008240,1455692,4511407
16-05-2021,Delhi,3544850,3544850,1058370,2053531,1490666,4603220
17-05-2021,Delhi,3639716,3639716,1077967,2107356,1531683,4717683
18-05-2021,Delhi,3729586,3729586,1095080,2158874,1570007,4824666
19-05-2021,Delhi,3791772,3791772,1102221,2195074,1595984,4893993
20-05-2021,Delhi,3849484,3849484,1123443,2227935,1620816,4972927
21-05-2021,Delhi,3891569,3891569,1132260,2251807,1639015,5023829
22-05-2021,Delhi,3937525,3937525,1151834,2277217,1659551,5089359
23-05-2021,Delhi,3941970,3941970,1152081,2279825,1661387,5094051
24-05-2021,Delhi,3982667,3982667,1166434,2302607,1679293,5149101
25-05-2021,Delhi,4016461,4016461,1176959,2322448,1693241,5193420
26-05-2021,Delhi,4047233,4047233,1180408,2341196,1705259,5227641
27-05-2021,Delhi,4081178,4081178,1185868,2362008,1718387,5267046
28-05-2021,Delhi,4109416,4109416,1188728,2379448,1729173,5298144
29-05-2021,Delhi,4148595,4148595,1203871,2402674,1745120,5352466
30-05-2021,Delhi,4157813,4157813,1204291,2408287,1748725,5362104
31-05-2021,Delhi,4194986,4194986,1224355,2429400,1764775,5419341
01-06-2021,Delhi,4228359,4228359,1241269,2449433,1778109,5469628
02-06-2021,Delhi,4257176,4257176,1249358,2467041,1789312,5506534
03-06-2021,Delhi,4294738,4294738,1264648,2489905,1804000,5559386
04-06-2021,Delhi,4329324,4329324,1269730,2511391,1817070,5599054
05-06-2021,Delhi,4371075,4371075,1285016,2536381,1833818,5656091
06-06-2021,Delhi,4385618,4385618,1285879,2544645,1840095,5671497
07-06-2021,Delhi,4419597,4419597,1318290,2564846,1853867,5737887
16-01-2021,Goa,50,50,0,16,34,50
17-01-2021,Goa,50,50,0,16,34,50
18-01-2021,Goa,47,47,0,20,27,47
19-01-2021,Goa,72,72,0,26,46,72
20-01-2021,Goa,72,72,0,26,46,72
21-01-2021,Goa,72,72,0,26,46,72
22-01-2021,Goa,300,300,0,133,167,300
23-01-2021,Goa,971,971,0,394,577,971
24-01-2021,Goa,1033,1033,0,412,621,1033
25-01-2021,Goa,1285,1285,0,491,794,1285
26-01-2021,Goa,1290,1290,0,494,796,1290
27-01-2021,Goa,1844,1844,0,684,1160,1844
28-01-2021,Goa,2394,2394,0,890,1504,2394
29-01-2021,Goa,2752,2752,0,1033,1719,2752
30-01-2021,Goa,3464,3464,0,1329,2135,3464
31-01-2021,Goa,3466,3466,0,1330,2136,3466
01-02-2021,Goa,3860,3860,0,1457,2403,3860
02-02-2021,Goa,4720,4720,0,1759,2961,4720
03-02-2021,Goa,5582,5582,0,2045,3537,5582
04-02-2021,Goa,6532,6532,0,2339,4193,6532
05-02-2021,Goa,7195,7195,0,2499,4696,7195
06-02-2021,Goa,7460,7460,0,2574,4886,7460
07-02-2021,Goa,7462,7462,0,2576,4886,7462
08-02-2021,Goa,7800,7800,0,2709,5091,7800
09-02-2021,Goa,8607,8607,0,3244,5363,8607
10-02-2021,Goa,9656,9656,0,3999,5657,9656
11-02-2021,Goa,11086,11086,0,4828,6258,11086
12-02-2021,Goa,12743,12743,0,5815,6928,12743
13-02-2021,Goa,13277,13277,309,6107,7170,13586
14-02-2021,Goa,13277,13277,309,6107,7170,13586
15-02-2021,Goa,13942,13942,337,6664,7278,14279
16-02-2021,Goa,14123,14123,340,6820,7303,14463
17-02-2021,Goa,14700,14700,340,7305,7395,15040
18-02-2021,Goa,13960,13960,343,7042,6918,14303
19-02-2021,Goa,15417,15417,585,7738,7679,16002
20-02-2021,Goa,16122,16122,1273,7989,8133,17395
21-02-2021,Goa,16122,16122,1273,7989,8133,17395
22-02-2021,Goa,16651,16651,1492,8366,8285,18143
23-02-2021,Goa,16916,16916,1503,8577,8339,18419
24-02-2021,Goa,17881,17881,1970,9302,8579,19851
25-02-2021,Goa,18693,18693,2428,9832,8861,21121
26-02-2021,Goa,19870,19870,2750,10761,9109,22620
27-02-2021,Goa,19870,19870,2750,10761,9109,22620
28-02-2021,Goa,19870,19870,2750,10761,9109,22620
01-03-2021,Goa,19870,19870,2750,10761,9109,22620
02-03-2021,Goa,23398,23398,3607,12713,10685,27005
03-03-2021,Goa,26860,26860,4570,14607,12253,31430
04-03-2021,Goa,30673,30673,5497,16654,14019,36170
05-03-2021,Goa,34005,34005,6425,18296,15709,40430
06-03-2021,Goa,36894,36894,6906,19685,17209,43800
07-03-2021,Goa,36902,36902,6906,19686,17216,43808
08-03-2021,Goa,40153,40153,7346,21318,18835,47499
09-03-2021,Goa,43940,36027,7913,23175,20765,43940
10-03-2021,Goa,47253,38493,8760,24975,22278,47253
11-03-2021,Goa,50241,40416,9825,26660,23581,50241
12-03-2021,Goa,55587,44305,11282,29717,25870,55587
13-03-2021,Goa,59312,47645,11667,31609,27703,59312
14-03-2021,Goa,59323,47655,11668,31617,27706,59323
15-03-2021,Goa,64652,52403,12249,34442,30209,64652
16-03-2021,Goa,65739,65739,12638,34486,31252,78377
17-03-2021,Goa,72357,72357,13074,38007,34349,85431
18-03-2021,Goa,74794,74794,13270,39245,35547,88064
19-03-2021,Goa,77616,77616,13803,40635,36979,91419
20-03-2021,Goa,80447,80447,14288,41956,38488,94735
21-03-2021,Goa,80522,80522,14297,41993,38526,94819
22-03-2021,Goa,83315,83315,14810,43342,39970,98125
23-03-2021,Goa,86286,86286,15178,44796,41487,101464
24-03-2021,Goa,88974,88974,15794,46162,42809,104768
25-03-2021,Goa,91525,91525,16296,47481,44041,107821
26-03-2021,Goa,94110,94110,16971,48822,45285,111081
27-03-2021,Goa,96611,96611,17115,49949,46659,113726
28-03-2021,Goa,96611,96611,17115,49948,46660,113726
29-03-2021,Goa,97343,97343,17232,50330,47010,114575
30-03-2021,Goa,100317,100317,18371,51791,48523,118688
31-03-2021,Goa,102595,102595,19386,52951,49640,121981
01-04-2021,Goa,105426,105426,20175,54497,50925,125601
02-04-2021,Goa,108867,108867,20826,56373,52490,129693
03-04-2021,Goa,111519,111519,21615,57777,53738,133134
04-04-2021,Goa,113879,113879,21972,59025,54850,135851
05-04-2021,Goa,116633,116633,23113,60453,56176,139746
06-04-2021,Goa,118691,118691,23772,61494,57193,142463
07-04-2021,Goa,123996,123996,25584,64278,59714,149580
08-04-2021,Goa,128428,128428,26948,66610,61814,155376
09-04-2021,Goa,133268,133268,28789,69290,63974,162057
10-04-2021,Goa,140385,140385,30685,72757,67624,171070
11-04-2021,Goa,147178,147178,31151,76153,71021,178329
12-04-2021,Goa,154523,154523,33557,79862,74654,188080
13-04-2021,Goa,158206,158206,34357,81735,76464,192563
14-04-2021,Goa,167443,167443,35682,86145,81290,203125
15-04-2021,Goa,173909,173909,39213,89205,84695,213122
16-04-2021,Goa,182574,182574,42392,93412,89150,224966
17-04-2021,Goa,191878,191878,45278,97780,94085,237156
18-04-2021,Goa,198368,198368,46209,100810,97544,244577
19-04-2021,Goa,204861,204861,48923,103836,101010,253784
20-04-2021,Goa,212256,212256,52107,107462,104778,264363
21-04-2021,Goa,218280,218280,54563,110516,107748,272843
22-04-2021,Goa,224561,224561,56863,113504,111041,281424
23-04-2021,Goa,230437,230437,59251,116263,114157,289688
24-04-2021,Goa,237544,237544,61576,119513,118013,299120
25-04-2021,Goa,241453,241453,62556,121382,120053,304009
26-04-2021,Goa,248280,248280,64729,124565,123697,313009
27-04-2021,Goa,256196,256196,67017,128306,127872,323213
28-04-2021,Goa,262802,262802,68918,131482,131302,331720
29-04-2021,Goa,269749,269749,70910,134717,135014,340659
30-04-2021,Goa,277125,277125,72593,138452,138655,349718
01-05-2021,Goa,282005,282005,73264,140915,141071,355269
02-05-2021,Goa,284560,284560,73720,142173,142367,358280
03-05-2021,Goa,288805,288805,74787,144181,144604,363592
04-05-2021,Goa,292908,292908,75949,146277,146611,368857
05-05-2021,Goa,296579,296579,77418,148079,148480,373997
06-05-2021,Goa,300663,300663,79264,150067,150576,379927
07-05-2021,Goa,305206,305206,81244,152622,152563,386450
08-05-2021,Goa,309334,309334,83008,154712,154601,392342
09-05-2021,Goa,310955,310955,83458,155634,155300,394413
10-05-2021,Goa,314583,314583,85135,157647,156915,399718
11-05-2021,Goa,318352,318352,87148,159762,158569,405500
12-05-2021,Goa,322251,322251,88940,161973,160257,411191
13-05-2021,Goa,327646,327646,90838,165055,162570,418484
14-05-2021,Goa,332990,332990,92531,167894,165075,425521
15-05-2021,Goa,342243,342243,94215,173190,169032,436458
16-05-2021,Goa,344615,344615,94266,174548,170046,438881
17-05-2021,Goa,350557,350557,94366,178060,172474,444923
18-05-2021,Goa,357502,357502,94441,182028,175451,451943
19-05-2021,Goa,365111,365111,94521,186366,178720,459632
20-05-2021,Goa,371961,371961,94561,190214,181720,466522
21-05-2021,Goa,380740,380740,94644,195006,185707,475384
22-05-2021,Goa,389263,389263,94668,199545,189691,483931
23-05-2021,Goa,390887,390887,94692,200344,190516,485579
24-05-2021,Goa,396608,396608,94718,203228,193352,491326
25-05-2021,Goa,402427,402427,94753,206354,196044,497180
26-05-2021,Goa,408309,408309,94792,209371,198907,503101
27-05-2021,Goa,414098,414098,94830,212227,201838,508928
28-05-2021,Goa,420107,420107,94885,215175,204899,514992
29-05-2021,Goa,426519,426519,94961,218656,207830,521480
30-05-2021,Goa,429393,429393,94979,220042,209317,524372
31-05-2021,Goa,433855,433855,95100,222586,211234,528955
01-06-2021,Goa,438285,438285,95219,225304,212945,533504
02-06-2021,Goa,442390,442390,95402,227614,214739,537792
03-06-2021,Goa,448111,448111,95604,230718,217354,543715
04-06-2021,Goa,456053,456053,95935,234900,221113,551988
05-06-2021,Goa,467529,467529,96250,239949,227539,563779
06-06-2021,Goa,474147,474147,96287,242518,231588,570434
07-06-2021,Goa,485171,485171,96500,248239,236889,581671
16-01-2021,Gujarat,1146,1146,0,592,554,1146
17-01-2021,Gujarat,2313,2313,0,1118,1195,2313
18-01-2021,Gujarat,2182,2182,0,1071,1111,2182
19-01-2021,Gujarat,4842,4842,0,2412,2430,4842
20-01-2021,Gujarat,4877,4877,0,2426,2451,4877
21-01-2021,Gujarat,8350,8350,0,4124,4226,8350
22-01-2021,Gujarat,13183,13183,0,6335,6848,13183
23-01-2021,Gujarat,44873,44873,0,18980,25892,44873
24-01-2021,Gujarat,46456,46456,0,19727,26728,46456
25-01-2021,Gujarat,62496,62496,0,26549,35944,62496
26-01-2021,Gujarat,62729,62729,0,26666,36060,62729
27-01-2021,Gujarat,68817,68817,0,29135,39679,68817
28-01-2021,Gujarat,132621,132621,0,51456,81152,132621
29-01-2021,Gujarat,187038,187038,0,68265,118753,187038
30-01-2021,Gujarat,211551,211551,0,77371,134160,211551
31-01-2021,Gujarat,251207,251207,0,109220,141964,251207
01-02-2021,Gujarat,284170,284170,0,133810,150337,284170
02-02-2021,Gujarat,306639,306639,0,149545,157070,306639
03-02-2021,Gujarat,326450,326450,0,161870,164556,326450
04-02-2021,Gujarat,360502,360502,0,180029,180446,360502
05-02-2021,Gujarat,404841,404841,0,206378,198435,404841
06-02-2021,Gujarat,448811,448811,0,232017,216756,448811
07-02-2021,Gujarat,468838,468838,0,244923,223877,468838
08-02-2021,Gujarat,537364,537364,0,288510,248816,537364
09-02-2021,Gujarat,617709,617709,0,338679,278990,617709
10-02-2021,Gujarat,683599,683599,0,381805,301749,683599
11-02-2021,Gujarat,726174,726174,0,408466,317662,726174
12-02-2021,Gujarat,749435,749435,0,422549,326839,749435
13-02-2021,Gujarat,759799,759799,2,428869,330883,759801
14-02-2021,Gujarat,761549,761549,6,430105,331397,761555
